complaint_id,citizen_id,department_id,complaint_type,description,status,assigned_team_id,created_at,resolved_at,zone_id
218,163,2,Water Leakage,Water Leakage reported at 8529 Amy Meadow,Open,1,2025-03-05 17:48:34,,4
219,561,2,Road Damage,Road Damage reported at 228 Kevin Isle Apt. 694,In Progress,3,2025-04-18 02:16:52,,5
220,456,3,Streetlight Outage,Streetlight Outage reported at 9116 Gary Alley Suite 729,In Progress,5,2025-06-10 06:15:14,,5
221,482,1,Road Damage,Road Damage reported at 798 Rowe Prairie,Open,2,2025-01-12 00:42:34,,5
222,247,4,Road Damage,Road Damage reported at 66695 Moore Road Suite 488,Resolved,2,2025-05-17 05:10:02,2025-06-14 03:04:26,5
223,14,4,Road Damage,Road Damage reported at 08266 Mark Mountains,Open,3,2025-03-15 02:00:20,,4
224,838,3,Garbage Pickup,Garbage Pickup reported at 51562 Jessica Passage Apt. 256,Resolved,5,2025-03-18 21:04:45,2025-05-30 00:41:06,2
225,222,1,Road Damage,Road Damage reported at 411 Holly Garden,In Progress,5,2025-03-17 13:18:31,,5
226,605,1,Streetlight Outage,Streetlight Outage reported at 21890 Mary Unions,In Progress,3,2025-06-14 06:46:54,,2
227,623,4,Streetlight Outage,Streetlight Outage reported at 4317 Daniel Road,Open,1,2025-05-24 08:25:50,,2
228,586,4,Streetlight Outage,Streetlight Outage reported at 6494 Mcbride Valleys,In Progress,2,2025-02-25 10:11:05,,3
229,342,4,Water Leakage,Water Leakage reported at 91086 Lauren Expressway Suite 299,In Progress,3,2025-04-06 06:38:34,,2
230,19,3,Garbage Pickup,Garbage Pickup reported at 936 Russell Coves,Open,5,2025-04-07 02:43:20,,2
231,266,2,Streetlight Outage,Streetlight Outage reported at 16675 Stewart Branch Apt. 612,Resolved,4,2025-01-26 03:42:34,2025-02-26 12:00:06,4
232,152,3,Water Leakage,Water Leakage reported at 22098 Erica Spur Apt. 766,Resolved,5,2025-02-13 11:17:36,2025-04-25 18:01:52,1
233,547,2,Garbage Pickup,Garbage Pickup reported at 880 Rachael Lodge,In Progress,4,2025-03-13 09:22:25,,4
234,756,1,Road Damage,Road Damage reported at 73055 Tyler Squares Apt. 463,Open,2,2025-05-14 18:26:01,,3
235,757,1,Road Damage,Road Damage reported at 17237 Duane Stravenue Suite 565,Resolved,1,2025-05-29 07:16:37,2025-05-30 07:27:15,1
236,920,2,Water Leakage,Water Leakage reported at 6300 Lyons Ville,Open,2,2025-03-11 17:07:47,,3
237,62,4,Water Leakage,Water Leakage reported at 923 Blevins Ferry,In Progress,5,2025-01-11 22:15:55,,4
238,1,2,Water Leakage,Water Leakage reported at 847 Sara Branch,Resolved,5,2025-03-15 20:35:13,2025-04-06 14:54:46,4
239,24,1,Garbage Pickup,Garbage Pickup reported at 67381 Glenn Hills,Open,3,2025-03-01 21:04:40,,5
240,464,3,Garbage Pickup,Garbage Pickup reported at 6832 Wright Club,Open,3,2025-03-11 02:55:32,,3
241,84,3,Streetlight Outage,Streetlight Outage reported at 629 Nicholas Stream,Open,5,2025-03-18 00:23:42,,3
242,24,3,Road Damage,Road Damage reported at 0530 Michelle Hollow,Open,4,2025-06-11 09:44:13,,1
243,370,2,Road Damage,Road Damage reported at 853 Warren Lights Suite 212,Resolved,5,2025-02-20 16:11:16,2025-04-10 03:32:11,4
244,284,1,Water Leakage,Water Leakage reported at 08822 Kelly Shoal Suite 835,In Progress,2,2025-03-08 04:03:15,,3
245,378,4,Garbage Pickup,Garbage Pickup reported at 765 Regina Neck,Open,2,2025-02-08 22:39:18,,5
246,281,3,Water Leakage,Water Leakage reported at 429 Miguel Mission Apt. 367,In Progress,3,2025-01-25 03:50:27,,4
247,902,4,Water Leakage,Water Leakage reported at 5968 Bernard Ramp Apt. 061,In Progress,5,2025-02-02 18:58:47,,5
248,439,3,Streetlight Outage,Streetlight Outage reported at 8027 Reyes Stream,In Progress,2,2025-02-11 15:06:15,,2
249,833,1,Road Damage,Road Damage reported at 596 Sanders Valleys Apt. 434,In Progress,3,2025-03-18 05:47:56,,1
250,112,2,Road Damage,Road Damage reported at 82556 Shawn Road Apt. 495,Open,4,2025-05-20 00:06:25,,5
251,415,2,Garbage Pickup,Garbage Pickup reported at 3804 Herrera Bridge,In Progress,4,2025-05-08 06:39:34,,4
252,761,3,Road Damage,Road Damage reported at 8952 Kayla Roads Suite 699,In Progress,5,2025-01-22 10:28:13,,1
253,877,3,Road Damage,Road Damage reported at 250 Booth Point,Open,1,2025-05-16 00:38:20,,1
254,904,2,Streetlight Outage,Streetlight Outage reported at 332 Pamela Circles,Resolved,1,2025-02-28 03:54:29,2025-03-23 01:43:52,5
255,681,3,Road Damage,Road Damage reported at 222 Thomas Springs Apt. 134,Open,2,2025-01-21 08:57:15,,2
256,501,1,Water Leakage,Water Leakage reported at 3834 Ronald Lake Suite 605,Resolved,5,2025-05-02 14:40:32,2025-05-26 05:34:55,1
257,30,3,Road Damage,Road Damage reported at 98689 Carpenter Village Suite 249,Resolved,5,2025-01-29 23:34:08,2025-06-08 01:03:21,1
258,575,1,Garbage Pickup,Garbage Pickup reported at 3129 Levi Fields Suite 014,In Progress,4,2025-03-30 07:18:01,,2
259,289,3,Garbage Pickup,Garbage Pickup reported at 963 Ryan Streets,Resolved,2,2025-01-23 18:55:18,2025-03-02 11:22:53,2
260,282,3,Garbage Pickup,Garbage Pickup reported at 24112 Adam Summit Suite 420,In Progress,2,2025-03-24 13:38:45,,2
261,360,2,Road Damage,Road Damage reported at 7999 Dawn Creek,Open,3,2025-01-02 11:07:01,,4
262,712,2,Water Leakage,Water Leakage reported at 03989 Carl Walks Apt. 182,In Progress,3,2025-04-23 23:06:46,,5
263,108,1,Streetlight Outage,Streetlight Outage reported at 95164 Dennis Drive Suite 340,Open,1,2025-02-14 01:43:30,,1
264,973,4,Road Damage,Road Damage reported at 5501 Smith Mill Suite 730,In Progress,4,2025-02-25 15:32:08,,2
265,684,2,Garbage Pickup,Garbage Pickup reported at 85825 Shirley Cliff,In Progress,1,2025-06-02 12:31:44,,3
266,390,3,Streetlight Outage,Streetlight Outage reported at 0268 Simmons Place,Open,3,2025-01-31 23:39:51,,3
267,5,2,Streetlight Outage,Streetlight Outage reported at 0060 Kimberly Views,In Progress,3,2025-01-08 09:54:10,,1
268,349,1,Streetlight Outage,Streetlight Outage reported at 97635 Smith Fork,In Progress,1,2025-05-31 21:20:36,,3
269,636,4,Road Damage,Road Damage reported at 3832 Wilson Springs Suite 709,In Progress,4,2025-02-05 12:02:12,,3
270,414,4,Water Leakage,Water Leakage reported at 9656 Julia Turnpike Apt. 377,Resolved,3,2025-03-26 01:53:23,2025-05-15 07:30:31,1
271,963,2,Water Leakage,Water Leakage reported at 12090 Carpenter Parkway Suite 563,Open,5,2025-03-02 16:39:34,,2
272,97,1,Road Damage,Road Damage reported at 376 Tiffany Stravenue,Resolved,2,2025-05-10 17:08:54,2025-05-18 16:20:30,4
273,499,3,Road Damage,Road Damage reported at 05735 Russell Skyway Apt. 046,Open,3,2025-04-26 04:57:27,,3
274,338,4,Streetlight Outage,Streetlight Outage reported at 15464 Harvey Loop,Open,2,2025-02-01 01:00:16,,3
275,261,2,Streetlight Outage,Streetlight Outage reported at 597 David Via,Open,5,2025-02-10 14:18:31,,4
276,217,3,Road Damage,Road Damage reported at 8674 Lindsay Route,Open,4,2025-04-09 14:29:50,,1
277,849,3,Water Leakage,Water Leakage reported at 3798 Jenkins Court,Resolved,5,2025-01-11 12:12:13,2025-02-06 05:29:58,2
278,819,3,Streetlight Outage,Streetlight Outage reported at 844 Ryan Haven Apt. 029,Resolved,3,2025-03-01 18:54:17,2025-05-30 12:09:14,5
279,333,1,Garbage Pickup,Garbage Pickup reported at 3850 Michael Lane Apt. 819,Open,4,2025-05-28 06:57:26,,5
280,443,3,Garbage Pickup,Garbage Pickup reported at 4915 Sheryl Burg,Resolved,5,2025-04-30 16:35:00,2025-05-02 17:46:29,2
281,283,2,Garbage Pickup,Garbage Pickup reported at 6549 Emily Causeway Apt. 801,Open,4,2025-04-19 00:41:19,,3
282,440,2,Garbage Pickup,Garbage Pickup reported at 4443 Adams Burg Apt. 031,Resolved,3,2025-03-18 23:53:03,2025-03-28 05:45:40,5
283,459,4,Road Damage,Road Damage reported at 03732 Jacqueline Mountains,Resolved,1,2025-05-06 16:31:47,2025-05-08 05:56:25,5
284,215,4,Streetlight Outage,Streetlight Outage reported at 66064 Steven Common,Open,3,2025-01-12 10:40:03,,1
285,487,2,Garbage Pickup,Garbage Pickup reported at 0583 Buchanan Glen,Resolved,3,2025-03-01 11:38:31,2025-03-09 06:47:11,2
286,348,1,Water Leakage,Water Leakage reported at 662 Davis Brooks Suite 476,In Progress,3,2025-06-03 21:31:35,,4
287,586,2,Garbage Pickup,Garbage Pickup reported at 5410 Ho Junction,Resolved,5,2025-04-13 10:44:06,2025-05-10 10:38:06,3
288,639,2,Garbage Pickup,Garbage Pickup reported at 84220 Jessica Mountain Suite 638,Resolved,3,2025-02-18 10:07:46,2025-05-23 00:07:43,3
289,658,3,Streetlight Outage,Streetlight Outage reported at 880 Reed Forge Apt. 790,Resolved,1,2025-05-07 23:56:51,2025-05-24 04:35:54,3
290,366,4,Garbage Pickup,Garbage Pickup reported at 13838 Rivera Pike,In Progress,3,2025-03-22 12:36:40,,2
291,749,1,Garbage Pickup,Garbage Pickup reported at 69714 Timothy Ports,Resolved,2,2025-05-12 13:42:58,2025-06-05 16:17:35,1
292,827,1,Streetlight Outage,Streetlight Outage reported at 563 Weeks Ridges Apt. 933,Open,2,2025-06-09 05:40:17,,1
293,819,3,Streetlight Outage,Streetlight Outage reported at 481 Randy Points,Open,5,2025-04-03 11:33:44,,1
294,46,2,Garbage Pickup,Garbage Pickup reported at 5747 Berry Route Suite 756,In Progress,1,2025-03-16 04:27:31,,5
295,818,4,Garbage Pickup,Garbage Pickup reported at 48513 Hamilton Ridge Suite 457,Open,3,2025-04-13 00:06:06,,4
296,397,1,Water Leakage,Water Leakage reported at 059 Brittany Rapid,Resolved,2,2025-06-05 10:50:46,2025-06-15 09:59:03,3
297,525,1,Water Leakage,Water Leakage reported at 2964 Brown Mall Suite 816,Open,5,2025-02-03 16:32:21,,1
298,176,2,Water Leakage,Water Leakage reported at 326 Molly Trail,Open,3,2025-03-25 09:26:16,,5
299,966,1,Garbage Pickup,Garbage Pickup reported at 33654 Smith Stream,Open,3,2025-04-06 19:27:54,,2
300,233,2,Garbage Pickup,Garbage Pickup reported at 270 Cruz Ferry Apt. 257,In Progress,5,2025-04-15 00:16:26,,4
301,31,3,Road Damage,Road Damage reported at 9468 Catherine Neck,Resolved,2,2025-04-09 09:22:51,2025-05-16 18:16:35,1
302,248,2,Streetlight Outage,Streetlight Outage reported at 913 Payne Inlet Apt. 871,Open,4,2025-04-24 16:24:11,,1
303,133,4,Water Leakage,Water Leakage reported at 0638 Salazar Flat,Resolved,2,2025-01-28 15:13:21,2025-04-13 12:52:16,1
304,398,1,Water Leakage,Water Leakage reported at 8240 Perry Squares Apt. 078,Open,3,2025-03-19 20:18:40,,2
305,671,3,Water Leakage,Water Leakage reported at 9021 Fowler Orchard,Open,4,2025-02-19 05:01:23,,1
306,990,3,Garbage Pickup,Garbage Pickup reported at 1051 Donald Manor,Resolved,3,2025-06-11 19:29:53,2025-06-12 18:33:33,1
307,261,3,Streetlight Outage,Streetlight Outage reported at 8461 Lopez Forges,Open,2,2025-05-17 13:20:54,,5
308,196,1,Streetlight Outage,Streetlight Outage reported at 67981 Christopher Parkway Apt. 336,In Progress,2,2025-02-26 16:46:26,,5
309,870,3,Streetlight Outage,Streetlight Outage reported at 1703 Jay Prairie Apt. 323,Open,4,2025-02-10 12:13:42,,1
310,310,2,Water Leakage,Water Leakage reported at 568 Spears View Apt. 287,In Progress,1,2025-05-28 19:16:15,,1
311,441,1,Road Damage,Road Damage reported at 86322 Aaron Flat Apt. 827,In Progress,5,2025-05-10 09:39:40,,3
312,916,2,Water Leakage,Water Leakage reported at 326 Bell Fords Suite 128,In Progress,3,2025-05-03 20:51:45,,5
313,135,3,Streetlight Outage,Streetlight Outage reported at 3381 Petersen Fords Suite 709,Resolved,1,2025-01-18 11:43:32,2025-04-07 03:02:15,3
314,193,4,Water Leakage,Water Leakage reported at 76477 Samuel Park Suite 331,Resolved,1,2025-04-07 11:24:26,2025-05-15 15:28:02,3
315,94,3,Water Leakage,Water Leakage reported at 24405 Christian Row Apt. 210,Resolved,1,2025-02-27 01:23:10,2025-03-03 21:53:27,4
316,278,3,Water Leakage,Water Leakage reported at 72703 Hendricks Mountain,In Progress,3,2025-05-16 18:56:56,,5
317,908,1,Streetlight Outage,Streetlight Outage reported at 37515 Katherine Hills Suite 948,Open,3,2025-01-10 18:57:09,,2
318,197,4,Streetlight Outage,Streetlight Outage reported at 164 Mcgee Branch,Open,2,2025-03-13 17:38:39,,5
319,405,1,Road Damage,Road Damage reported at 2039 Todd Throughway,Open,4,2025-05-08 00:24:36,,3
320,584,4,Streetlight Outage,Streetlight Outage reported at 7160 Brett Trace Suite 564,Open,4,2025-03-13 13:47:12,,2
321,619,3,Water Leakage,Water Leakage reported at 548 Wilkins Valley,Resolved,4,2025-05-22 00:26:51,2025-05-29 12:59:09,1
322,334,3,Streetlight Outage,Streetlight Outage reported at 2186 Taylor Throughway Apt. 321,In Progress,3,2025-02-13 16:42:35,,3
323,713,3,Water Leakage,Water Leakage reported at 242 Barbara Brook,Resolved,2,2025-01-02 06:12:50,2025-01-09 15:21:57,5
324,1000,2,Water Leakage,Water Leakage reported at 735 Estes Valley Suite 721,Open,1,2025-05-30 05:10:30,,4
325,647,4,Garbage Pickup,Garbage Pickup reported at 844 Ibarra Alley Apt. 604,In Progress,1,2025-05-10 06:36:59,,4
326,82,3,Garbage Pickup,Garbage Pickup reported at 06874 Scott Square Apt. 496,Resolved,4,2025-03-14 14:35:03,2025-06-09 11:19:51,1
327,255,4,Garbage Pickup,Garbage Pickup reported at 8192 Travis Rue Suite 158,Open,1,2025-02-09 01:23:58,,4
328,828,3,Streetlight Outage,Streetlight Outage reported at 12822 Ronald Valleys Apt. 935,In Progress,2,2025-01-29 13:52:42,,1
329,661,4,Streetlight Outage,Streetlight Outage reported at 603 Tina Groves,Open,4,2025-04-18 02:19:12,,1
330,300,2,Streetlight Outage,Streetlight Outage reported at 8833 Anderson Parkway Suite 915,Open,4,2025-01-22 12:21:42,,4
331,51,2,Garbage Pickup,Garbage Pickup reported at 92794 Kimberly Estates,Resolved,1,2025-02-08 08:50:52,2025-03-10 10:36:10,5
332,460,3,Streetlight Outage,Streetlight Outage reported at 0226 Martin Island,In Progress,1,2025-02-27 14:22:50,,1
333,128,3,Streetlight Outage,Streetlight Outage reported at 442 Murphy Views Apt. 791,Open,2,2025-03-21 03:52:34,,1
334,946,3,Water Leakage,Water Leakage reported at 90129 Ferguson Circles,Open,4,2025-03-03 12:15:52,,3
335,950,2,Road Damage,Road Damage reported at 50004 Friedman Radial Apt. 567,Open,4,2025-01-27 13:24:24,,4
336,981,2,Streetlight Outage,Streetlight Outage reported at 01051 Paul Dale,Open,3,2025-01-23 12:11:02,,4
337,842,2,Water Leakage,Water Leakage reported at 1900 Bianca Square Suite 504,In Progress,3,2025-05-02 01:25:12,,3
338,461,3,Water Leakage,Water Leakage reported at 153 Andrews Course,Resolved,3,2025-05-08 13:47:30,2025-05-18 20:27:47,5
339,573,3,Water Leakage,Water Leakage reported at 41111 Glenn Club Apt. 201,Resolved,3,2025-05-19 03:17:30,2025-06-04 20:29:18,3
340,414,3,Garbage Pickup,Garbage Pickup reported at 5932 Fletcher Cliffs Suite 730,In Progress,4,2025-06-12 10:52:31,,3
341,225,2,Road Damage,Road Damage reported at 60284 Shirley Summit,Resolved,2,2025-03-11 19:33:50,2025-04-15 17:16:06,2
342,832,2,Streetlight Outage,Streetlight Outage reported at 207 Jesus Circle,Resolved,3,2025-05-01 03:25:55,2025-05-08 19:50:32,4
343,148,4,Road Damage,Road Damage reported at 90339 Gutierrez Extension,In Progress,2,2025-05-25 07:06:50,,2
344,41,3,Water Leakage,Water Leakage reported at 956 James Spring Apt. 321,Open,1,2025-02-09 11:35:24,,5
345,287,1,Streetlight Outage,Streetlight Outage reported at 2736 Olivia Burgs Apt. 242,Open,1,2025-06-03 01:02:59,,4
346,760,3,Streetlight Outage,Streetlight Outage reported at 4364 Lynch Avenue Suite 169,Open,5,2025-03-09 21:47:02,,5
347,690,1,Water Leakage,Water Leakage reported at 28482 Kimberly Extensions,Open,5,2025-03-31 20:22:40,,2
348,239,1,Garbage Pickup,Garbage Pickup reported at 11641 Miller Lake,In Progress,2,2025-01-09 23:29:53,,1
349,828,4,Streetlight Outage,Streetlight Outage reported at 4949 Alyssa Street Suite 070,In Progress,5,2025-01-01 05:04:30,,1
350,201,3,Water Leakage,Water Leakage reported at 089 Heather Center,Open,4,2025-01-24 04:15:51,,3
351,517,4,Road Damage,Road Damage reported at 32726 Ross Stravenue Suite 199,In Progress,1,2025-01-17 09:22:26,,5
352,610,3,Garbage Pickup,Garbage Pickup reported at 640 Lucas Coves,In Progress,2,2025-04-24 12:43:23,,5
353,353,4,Streetlight Outage,Streetlight Outage reported at 4217 Gilmore Alley,In Progress,1,2025-04-02 23:55:37,,3
354,395,2,Road Damage,Road Damage reported at 87602 Mason Knolls Apt. 611,In Progress,3,2025-06-10 11:21:21,,2
355,823,4,Road Damage,Road Damage reported at 067 Nguyen Divide,In Progress,1,2025-03-15 15:00:37,,2
356,146,1,Garbage Pickup,Garbage Pickup reported at 4787 Erin Lights,Resolved,1,2025-05-18 01:18:44,2025-06-06 06:31:05,2
357,151,2,Water Leakage,Water Leakage reported at 447 Danielle Locks Suite 478,Open,1,2025-01-08 16:38:40,,5
358,376,2,Road Damage,Road Damage reported at 43511 Michael Plains Suite 124,Resolved,5,2025-02-09 06:45:49,2025-04-01 06:57:06,1
359,858,4,Garbage Pickup,Garbage Pickup reported at 41071 Aaron Locks,Resolved,4,2025-06-08 08:15:51,2025-06-10 23:08:33,2
360,212,2,Road Damage,Road Damage reported at 252 Nicholson Road Suite 093,Resolved,5,2025-05-08 12:41:47,2025-06-07 17:01:14,3
361,562,4,Road Damage,Road Damage reported at 271 Robert Tunnel,Open,5,2025-01-06 01:57:37,,5
362,128,1,Water Leakage,Water Leakage reported at 5712 Lucas Island Suite 099,Open,5,2025-01-06 03:54:46,,5
363,943,2,Road Damage,Road Damage reported at 23422 Melton Spurs,Open,5,2025-03-15 20:45:00,,5
364,713,3,Water Leakage,Water Leakage reported at 5795 Clayton Ports Apt. 685,In Progress,1,2025-02-13 01:46:03,,1
365,375,2,Road Damage,Road Damage reported at 37195 Lynn Inlet Apt. 559,Open,4,2025-02-04 06:15:33,,3
366,284,3,Road Damage,Road Damage reported at 59499 David Ford,Resolved,2,2025-04-14 05:06:58,2025-04-14 15:39:50,5
367,285,1,Streetlight Outage,Streetlight Outage reported at 88415 Debra Plains Apt. 201,In Progress,4,2025-02-14 02:18:21,,5
368,50,3,Road Damage,Road Damage reported at 59864 Dana Grove,Open,5,2025-02-16 08:13:01,,2
369,100,2,Streetlight Outage,Streetlight Outage reported at 0965 Malik Rapids Suite 424,Open,1,2025-05-16 19:33:53,,2
370,314,3,Water Leakage,Water Leakage reported at 3641 Stanton Drive,Resolved,5,2025-02-09 17:13:09,2025-03-17 11:07:36,1
371,433,2,Water Leakage,Water Leakage reported at 510 Brian Glens Apt. 159,Resolved,2,2025-04-06 21:53:14,2025-06-14 16:08:42,4
372,882,3,Road Damage,Road Damage reported at 1797 Jones Club Suite 832,Resolved,2,2025-05-02 10:17:59,2025-06-03 06:11:52,1
373,704,4,Streetlight Outage,Streetlight Outage reported at 96085 Zuniga Wells,Resolved,5,2025-02-12 08:45:30,2025-02-17 07:39:13,1
374,819,3,Streetlight Outage,Streetlight Outage reported at 798 Angela Lock,Resolved,3,2025-05-07 05:32:08,2025-05-07 05:39:41,5
375,87,2,Road Damage,Road Damage reported at 9928 Maxwell Loop,Resolved,1,2025-05-22 16:45:15,2025-06-11 03:35:29,2
376,475,2,Water Leakage,Water Leakage reported at 94426 Henderson Key,Open,4,2025-04-23 08:00:19,,5
377,413,4,Road Damage,Road Damage reported at 1739 Paul Loop Apt. 241,Open,1,2025-04-10 16:47:17,,4
378,927,1,Streetlight Outage,Streetlight Outage reported at 2364 James Prairie Suite 382,Open,1,2025-05-08 04:36:53,,5
379,775,1,Garbage Pickup,Garbage Pickup reported at 589 Watts Fall,In Progress,1,2025-05-01 07:25:57,,4
380,976,2,Water Leakage,Water Leakage reported at 5869 Brenda Pine,Open,5,2025-02-28 15:51:54,,2
381,982,2,Water Leakage,Water Leakage reported at 2356 Myers Extension Suite 674,Open,4,2025-01-19 21:35:39,,2
382,61,4,Water Leakage,Water Leakage reported at 81443 James Land,In Progress,4,2025-04-21 04:25:13,,5
383,666,1,Road Damage,Road Damage reported at 544 Mclaughlin Station Suite 277,Open,3,2025-06-10 07:41:02,,2
384,419,3,Garbage Pickup,Garbage Pickup reported at 22536 Wilcox Pines Suite 955,Open,4,2025-02-01 22:17:20,,4
385,970,3,Streetlight Outage,Streetlight Outage reported at 4136 William Terrace,Resolved,3,2025-02-13 00:27:11,2025-05-16 15:43:51,3
386,113,1,Road Damage,Road Damage reported at 80077 Steven Square Suite 606,Open,1,2025-05-05 23:51:59,,3
387,448,4,Streetlight Outage,Streetlight Outage reported at 25808 Aguilar Forges,Resolved,5,2025-02-27 17:43:19,2025-03-31 15:22:39,4
388,505,1,Road Damage,Road Damage reported at 26371 Simmons Cliffs Apt. 766,Open,2,2025-05-16 04:27:11,,2
389,210,1,Water Leakage,Water Leakage reported at 7371 Tracy Brook Suite 382,In Progress,3,2025-04-01 16:38:33,,4
390,274,4,Road Damage,Road Damage reported at 024 Keith Mount Suite 009,In Progress,5,2025-05-21 00:35:57,,1
391,214,4,Streetlight Outage,Streetlight Outage reported at 3222 Williams Falls Suite 793,In Progress,3,2025-02-14 13:41:41,,5
392,894,1,Streetlight Outage,Streetlight Outage reported at 748 Garza Land,Open,3,2025-01-31 20:56:36,,4
393,255,2,Garbage Pickup,Garbage Pickup reported at 572 Jody Shore Suite 222,In Progress,5,2025-01-19 14:18:40,,1
394,721,3,Water Leakage,Water Leakage reported at 145 Lee Glen Apt. 280,Resolved,3,2025-01-08 07:18:19,2025-05-19 22:59:02,2
395,179,2,Streetlight Outage,Streetlight Outage reported at 252 Arnold Expressway,Resolved,3,2025-01-19 04:15:36,2025-02-08 17:33:32,3
396,817,2,Water Leakage,Water Leakage reported at 9167 Jonathan Rapids,Resolved,5,2025-03-22 09:59:09,2025-04-24 13:55:30,5
397,154,2,Garbage Pickup,Garbage Pickup reported at 1594 Mckenzie Camp Apt. 987,Open,4,2025-05-03 19:35:08,,2
398,11,3,Streetlight Outage,Streetlight Outage reported at 958 Kristen Stravenue,In Progress,5,2025-04-05 01:02:53,,5
399,291,4,Water Leakage,Water Leakage reported at 133 Scott Club Apt. 321,Open,2,2025-05-25 11:18:03,,5
400,839,1,Streetlight Outage,Streetlight Outage reported at 97656 Clark Via,In Progress,3,2025-02-19 08:02:09,,4
401,473,1,Garbage Pickup,Garbage Pickup reported at 03543 Jackson Dale,In Progress,2,2025-03-19 08:47:58,,1
402,507,3,Road Damage,Road Damage reported at 249 Lauren Islands Apt. 499,Open,1,2025-04-23 23:26:58,,2
403,116,1,Road Damage,Road Damage reported at 34375 Evans Wall,Open,2,2025-02-09 20:49:33,,5
404,713,4,Garbage Pickup,Garbage Pickup reported at 24652 Lori Ranch,Resolved,2,2025-03-22 13:26:58,2025-06-09 21:25:36,1
405,649,1,Road Damage,Road Damage reported at 2177 John Centers Apt. 164,Resolved,3,2025-04-26 13:55:17,2025-05-03 12:35:46,5
406,932,1,Water Leakage,Water Leakage reported at 371 Katie Mountain,In Progress,4,2025-02-17 12:37:19,,2
407,122,2,Streetlight Outage,Streetlight Outage reported at 025 Stephanie Creek Apt. 134,Open,4,2025-04-13 16:29:41,,1
408,928,2,Road Damage,Road Damage reported at 8646 Bailey Stream Suite 667,Open,5,2025-06-13 10:29:39,,5
409,943,1,Water Leakage,Water Leakage reported at 66023 Thomas Stream,Resolved,3,2025-05-24 09:24:43,2025-06-09 09:10:32,2
410,471,3,Streetlight Outage,Streetlight Outage reported at 0170 Lauren Crossing,Open,2,2025-05-24 14:20:18,,2
411,968,1,Road Damage,Road Damage reported at 62069 Steven Lights Suite 251,Resolved,1,2025-04-27 00:48:43,2025-05-11 07:29:45,1
412,719,4,Road Damage,Road Damage reported at 7560 Roberts Causeway Suite 915,Open,2,2025-05-28 20:30:22,,1
413,108,2,Water Leakage,Water Leakage reported at 354 Berry Isle,In Progress,4,2025-04-01 23:05:04,,5
414,315,4,Garbage Pickup,Garbage Pickup reported at 63476 Sweeney Port Suite 982,In Progress,3,2025-04-18 19:02:27,,4
415,188,4,Road Damage,Road Damage reported at 84069 Paul Vista,Resolved,3,2025-06-11 07:14:17,2025-06-13 00:28:17,1
416,795,2,Water Leakage,Water Leakage reported at 5605 Chase Union Suite 218,Resolved,5,2025-02-14 14:31:07,2025-02-24 06:16:00,4
417,762,3,Water Leakage,Water Leakage reported at 02334 Gates Fork,Resolved,3,2025-03-18 08:16:45,2025-05-10 13:50:19,3
418,543,4,Garbage Pickup,Garbage Pickup reported at 14307 Kara Walk,Resolved,3,2025-03-30 04:33:15,2025-05-28 23:53:51,4
419,789,1,Garbage Pickup,Garbage Pickup reported at 7413 Vargas Roads Apt. 008,In Progress,3,2025-05-24 23:57:26,,4
420,868,2,Garbage Pickup,Garbage Pickup reported at 1615 Nathan Ways,Open,1,2025-05-16 08:51:33,,2
421,190,1,Water Leakage,Water Leakage reported at 85891 Kathy Causeway Suite 308,In Progress,5,2025-01-10 12:52:28,,4
422,584,1,Garbage Pickup,Garbage Pickup reported at 6099 Jones Path,Open,3,2025-02-05 10:34:45,,3
423,155,3,Streetlight Outage,Streetlight Outage reported at 6816 Kristina Stream Suite 879,Open,5,2025-06-12 09:46:35,,1
424,173,4,Streetlight Outage,Streetlight Outage reported at 245 Jessica Ville Apt. 916,Open,2,2025-03-12 09:33:35,,4
425,828,1,Streetlight Outage,Streetlight Outage reported at 347 Dylan Summit Suite 290,Open,2,2025-01-01 18:03:52,,4
426,957,1,Water Leakage,Water Leakage reported at 181 Susan Forge Apt. 600,In Progress,5,2025-05-20 17:45:54,,3
427,94,4,Streetlight Outage,Streetlight Outage reported at 817 William Grove Suite 098,Open,3,2025-03-11 14:34:19,,3
428,171,1,Water Leakage,Water Leakage reported at 8685 Krueger Dam,Resolved,3,2025-01-18 09:57:09,2025-04-09 06:18:53,3
429,891,2,Road Damage,Road Damage reported at 771 Gill Knoll Apt. 377,Resolved,2,2025-05-19 12:22:33,2025-05-21 23:03:53,1
430,574,1,Garbage Pickup,Garbage Pickup reported at 231 Williams Key Apt. 833,In Progress,1,2025-03-04 16:49:53,,3
431,125,3,Streetlight Outage,Streetlight Outage reported at 46699 Fitzpatrick Stream Apt. 134,Open,4,2025-01-27 16:46:53,,3
432,544,1,Water Leakage,Water Leakage reported at 8004 Ruiz Street,In Progress,2,2025-01-24 11:27:10,,3
433,918,2,Streetlight Outage,Streetlight Outage reported at 56903 Cunningham Lodge Suite 353,Open,1,2025-04-12 15:44:04,,3
434,884,1,Road Damage,Road Damage reported at 856 Alvarado Path,Resolved,3,2025-05-04 17:43:41,2025-05-28 18:44:38,1
435,303,2,Garbage Pickup,Garbage Pickup reported at 307 Glass Run,Resolved,1,2025-06-10 15:19:54,2025-06-12 11:03:58,5
436,4,3,Water Leakage,Water Leakage reported at 4817 Megan Turnpike,Resolved,3,2025-01-11 03:38:20,2025-03-08 05:12:30,3
